Respondent_ID,Age,Gender,Education_Level,Employment_Status,Marital_Status,Household_Income,Region,Owns_Home,Has_Children,Internet_Usage_Hours,Political_Affiliation
366,64,Female,Bachelor's,Student,Married,140746,Central,Yes,Yes,0,Liberal
367,50,Female,Bachelor's,Unemployed,Widowed,126255,North,Yes,Yes,3,Conservative
368,22,Female,PhD,Student,Divorced,28802,North,Yes,Yes,1,Independent
369,65,Female,Bachelor's,Student,Single,126824,South,No,Yes,11,Liberal
370,36,Male,PhD,Student,Divorced,53314,North,No,Yes,2,Conservative
371,21,Male,PhD,Unemployed,Married,143218,West,Yes,No,0,Other
372,52,Female,High School,Unemployed,Widowed,68298,East,Yes,Yes,5,Independent
373,66,Female,Master's,Retired,Widowed,39565,East,Yes,No,3,Conservative
374,34,Male,PhD,Retired,Divorced,113153,East,No,No,4,Conservative
375,61,Female,High School,Employed,Married,127302,East,Yes,Yes,7,Liberal
376,45,Male,Bachelor's,Unemployed,Married,111145,Central,No,Yes,10,Other
377,47,Female,Bachelor's,Employed,Widowed,64233,Central,Yes,Yes,3,Independent
378,46,Female,High School,Unemployed,Single,105907,West,No,No,5,Liberal
379,63,Male,High School,Student,Married,68384,South,No,No,2,Conservative
380,23,Male,High School,Employed,Widowed,72485,North,Yes,Yes,7,Independent
381,52,Female,High School,Employed,Widowed,104660,North,No,Yes,2,Conservative
382,58,Female,Bachelor's,Employed,Married,98253,Central,No,Yes,6,Conservative
383,54,Female,High School,Unemployed,Married,82970,East,No,No,6,Other
384,41,Female,Master's,Retired,Divorced,133729,West,Yes,Yes,2,Conservative
385,46,Female,Master's,Employed,Single,57669,South,Yes,No,2,Independent
386,66,Other,High School,Retired,Divorced,46272,Central,No,No,9,Conservative
387,63,Female,Bachelor's,Unemployed,Divorced,31842,West,No,Yes,9,Independent
388,48,Female,Bachelor's,Employed,Widowed,84099,West,No,No,11,Other
389,52,Male,PhD,Unemployed,Widowed,124012,Central,Yes,Yes,10,Conservative
390,50,Male,High School,Retired,Single,22082,West,Yes,Yes,7,Liberal
391,69,Female,High School,Retired,Divorced,144878,East,No,Yes,10,Independent
392,38,Male,PhD,Employed,Divorced,73804,West,Yes,Yes,2,Conservative
393,49,Female,PhD,Retired,Widowed,46261,South,No,Yes,1,Liberal
394,40,Female,Master's,Student,Widowed,106506,West,Yes,No,4,Independent
395,50,Female,Master's,Student,Married,29795,North,Yes,No,10,Liberal
396,20,Male,High School,Employed,Divorced,65309,West,Yes,No,6,Conservative
397,35,Male,Bachelor's,Unemployed,Single,81456,Central,No,Yes,7,Other
398,42,Male,High School,Unemployed,Divorced,118564,North,No,No,0,Other
399,59,Male,High School,Unemployed,Widowed,40180,Central,No,Yes,11,Liberal
400,48,Male,Master's,Student,Married,83288,South,Yes,Yes,1,Conservative
401,20,Female,High School,Retired,Divorced,66335,East,Yes,Yes,6,Conservative
402,57,Female,Bachelor's,Student,Single,112887,South,No,No,8,Independent
403,63,Female,PhD,Retired,Widowed,124286,North,Yes,Yes,2,Conservative
404,41,Female,High School,Student,Married,148423,East,No,No,7,Other
405,67,Male,PhD,Unemployed,Divorced,53268,West,No,Yes,9,Conservative
406,49,Female,PhD,Unemployed,Single,86551,North,Yes,No,2,Independent
407,64,Female,Bachelor's,Unemployed,Widowed,128829,East,No,No,3,Independent
408,39,Male,High School,Employed,Single,44489,Central,No,No,1,Conservative
409,40,Female,Bachelor's,Employed,Divorced,79398,East,No,No,8,Conservative
410,19,Male,Bachelor's,Retired,Widowed,142352,Central,Yes,No,4,Independent
411,44,Female,Bachelor's,Employed,Divorced,122267,Central,No,Yes,4,Independent
412,59,Other,High School,Student,Married,74470,East,Yes,No,3,Liberal
413,19,Male,PhD,Student,Divorced,97402,South,Yes,Yes,4,Other
414,43,Female,High School,Retired,Married,130551,South,Yes,No,11,Other
415,34,Female,Master's,Retired,Divorced,121010,Central,Yes,No,0,Liberal
416,57,Other,High School,Unemployed,Single,100808,North,Yes,Yes,9,Liberal
417,50,Male,Bachelor's,Employed,Single,140823,East,Yes,No,9,Other
418,26,Female,PhD,Unemployed,Widowed,52161,North,No,Yes,11,Independent
419,60,Male,High School,Employed,Single,140469,South,Yes,Yes,5,Other
420,65,Male,High School,Employed,Single,87635,North,Yes,No,10,Independent
421,56,Male,Bachelor's,Retired,Married,91922,West,Yes,Yes,3,Other
422,46,Other,Master's,Unemployed,Single,90874,West,Yes,No,11,Independent
423,59,Female,Bachelor's,Unemployed,Married,137253,South,Yes,Yes,3,Other
424,43,Female,Bachelor's,Employed,Married,80361,North,Yes,No,11,Liberal
425,52,Female,High School,Employed,Married,93836,East,No,No,4,Conservative
426,67,Male,PhD,Retired,Divorced,80766,South,No,No,0,Conservative
427,42,Male,PhD,Student,Married,41400,West,Yes,Yes,3,Conservative
428,41,Male,Bachelor's,Unemployed,Divorced,44641,South,Yes,Yes,9,Independent
429,30,Male,Master's,Unemployed,Married,72233,North,Yes,No,2,Conservative
430,24,Male,Bachelor's,Retired,Divorced,89833,North,Yes,No,4,Other
431,53,Male,Bachelor's,Retired,Widowed,140601,North,Yes,Yes,9,Conservative
432,62,Male,High School,Unemployed,Widowed,39332,Central,No,No,4,Independent
433,37,Male,Bachelor's,Unemployed,Divorced,126709,North,Yes,No,7,Independent
434,18,Male,Bachelor's,Employed,Widowed,140899,West,No,No,0,Independent
435,25,Male,High School,Student,Single,133398,West,Yes,No,2,Other
436,63,Other,Bachelor's,Unemployed,Married,35201,Central,Yes,No,4,Independent
437,33,Female,Master's,Retired,Divorced,65382,West,No,Yes,10,Other
438,31,Other,Bachelor's,Employed,Widowed,66129,West,Yes,No,2,Independent
439,29,Male,Bachelor's,Employed,Widowed,53808,South,Yes,No,5,Liberal
440,68,Male,PhD,Retired,Single,98346,North,Yes,Yes,9,Independent
441,40,Female,High School,Retired,Married,93524,South,Yes,Yes,2,Conservative
442,32,Male,Bachelor's,Employed,Single,76625,South,Yes,Yes,5,Conservative
443,45,Male,Master's,Retired,Divorced,60327,West,Yes,No,7,Liberal
444,51,Male,Bachelor's,Employed,Widowed,135675,East,Yes,No,3,Independent
445,19,Male,Bachelor's,Retired,Widowed,39579,North,No,No,7,Conservative
446,49,Male,High School,Employed,Widowed,41483,East,Yes,No,6,Conservative
447,40,Male,Master's,Unemployed,Single,20503,West,Yes,Yes,10,Other
448,39,Female,Bachelor's,Unemployed,Single,90880,Central,Yes,No,10,Other
449,68,Male,Master's,Retired,Married,28947,South,No,No,3,Independent
450,42,Male,Bachelor's,Student,Divorced,29533,West,No,Yes,2,Liberal
451,39,Female,Bachelor's,Unemployed,Married,67576,West,No,No,4,Independent
452,39,Male,Master's,Employed,Married,60916,East,Yes,Yes,4,Other
453,66,Male,Bachelor's,Student,Widowed,66923,Central,Yes,Yes,6,Other
454,69,Female,Bachelor's,Employed,Single,75162,South,No,Yes,10,Independent
455,59,Male,Bachelor's,Employed,Divorced,100729,Central,Yes,No,0,Independent
456,23,Male,Master's,Unemployed,Married,145468,Central,Yes,No,8,Independent
457,32,Female,Bachelor's,Retired,Divorced,86917,Central,Yes,No,1,Independent
458,60,Male,Bachelor's,Retired,Widowed,140290,North,Yes,No,8,Liberal
459,54,Female,High School,Employed,Married,27012,Central,No,Yes,8,Conservative
460,50,Female,PhD,Unemployed,Single,35213,West,Yes,Yes,2,Independent
461,25,Male,High School,Employed,Married,47563,North,Yes,Yes,6,Conservative
462,61,Female,Bachelor's,Student,Widowed,35212,North,No,Yes,2,Other
463,61,Female,Bachelor's,Employed,Married,115660,Central,Yes,No,7,Conservative
464,22,Male,Bachelor's,Unemployed,Widowed,80188,West,Yes,No,7,Independent
465,56,Female,Bachelor's,Employed,Married,66576,South,No,Yes,2,Conservative
466,21,Male,High School,Unemployed,Divorced,30711,Central,Yes,Yes,4,Independent
467,23,Female,Bachelor's,Retired,Single,115802,North,No,No,6,Independent
468,62,Male,Master's,Unemployed,Widowed,138414,South,Yes,No,0,Other
469,49,Male,Master's,Student,Divorced,133477,South,No,No,2,Independent
470,69,Male,High School,Unemployed,Widowed,136575,North,No,Yes,0,Other
471,47,Female,Master's,Student,Married,29515,South,Yes,No,1,Liberal
472,64,Male,Bachelor's,Student,Widowed,40193,West,Yes,Yes,6,Independent
473,52,Male,Master's,Employed,Widowed,130243,West,Yes,No,6,Other
474,57,Male,Bachelor's,Student,Single,87667,Central,Yes,Yes,2,Other
475,69,Female,Bachelor's,Unemployed,Divorced,22424,Central,No,Yes,5,Independent
476,33,Female,PhD,Retired,Married,64344,South,Yes,No,5,Conservative
477,30,Female,Master's,Unemployed,Single,83092,North,Yes,Yes,1,Other
478,67,Female,Bachelor's,Retired,Widowed,107359,West,No,No,8,Liberal
479,59,Female,High School,Student,Single,79595,East,Yes,Yes,7,Conservative
480,47,Male,Bachelor's,Employed,Widowed,74626,Central,No,Yes,1,Conservative
481,36,Female,Bachelor's,Student,Married,29200,West,Yes,No,11,Independent
482,34,Female,High School,Student,Widowed,70469,South,Yes,Yes,3,Other
483,36,Other,High School,Retired,Single,43031,West,Yes,Yes,8,Liberal
484,45,Female,Master's,Unemployed,Single,23216,West,No,Yes,3,Other
485,43,Male,High School,Employed,Widowed,65594,South,Yes,No,6,Liberal
486,54,Male,Bachelor's,Employed,Divorced,20016,Central,Yes,No,4,Other
487,43,Female,High School,Employed,Single,122974,Central,Yes,No,9,Independent
488,40,Female,Bachelor's,Employed,Divorced,46378,East,No,No,5,Liberal
489,26,Female,High School,Unemployed,Divorced,120927,East,Yes,No,0,Independent
490,29,Female,High School,Employed,Divorced,51734,Central,No,Yes,3,Other
491,18,Female,Master's,Retired,Divorced,98886,Central,Yes,No,4,Liberal
492,18,Male,Master's,Retired,Single,134817,Central,Yes,Yes,5,Liberal
493,64,Female,High School,Employed,Single,34450,Central,Yes,No,5,Other
494,51,Male,Bachelor's,Employed,Divorced,21473,West,Yes,No,4,Independent
495,49,Male,Bachelor's,Unemployed,Single,45525,East,No,No,2,Liberal
496,65,Male,Master's,Unemployed,Divorced,48572,South,Yes,Yes,10,Liberal
497,42,Female,Master's,Employed,Divorced,62028,North,No,No,1,Liberal
498,57,Male,Bachelor's,Unemployed,Divorced,57079,South,Yes,No,6,Other
499,62,Male,Bachelor's,Student,Widowed,78967,North,No,Yes,0,Conservative
500,18,Female,Master's,Employed,Married,72047,West,Yes,No,11,Other
501,33,Male,High School,Unemployed,Single,50110,East,No,No,11,Independent
502,56,Female,Bachelor's,Retired,Single,121040,North,Yes,Yes,4,Conservative
503,22,Female,PhD,Employed,Divorced,139786,Central,No,No,3,Liberal
504,39,Female,Master's,Employed,Widowed,112424,West,Yes,No,6,Liberal
505,46,Female,Bachelor's,Retired,Widowed,21946,North,Yes,No,1,Conservative
506,20,Male,Bachelor's,Retired,Single,41943,Central,Yes,No,10,Liberal
507,29,Female,Bachelor's,Unemployed,Divorced,143496,West,No,Yes,7,Liberal
508,43,Male,Bachelor's,Retired,Single,35740,North,Yes,Yes,8,Other
509,33,Female,Bachelor's,Student,Divorced,111981,Central,No,Yes,11,Other
510,68,Male,Bachelor's,Employed,Divorced,134988,East,Yes,Yes,9,Independent
511,54,Female,Master's,Student,Married,94712,West,No,No,0,Liberal
512,39,Male,Master's,Unemployed,Divorced,115402,North,No,Yes,4,Independent
513,46,Male,High School,Retired,Married,64651,Central,Yes,Yes,3,Independent
514,31,Male,Bachelor's,Employed,Single,57269,East,Yes,No,4,Conservative
515,45,Male,Bachelor's,Retired,Single,97154,Central,Yes,Yes,8,Conservative
516,22,Female,Bachelor's,Retired,Widowed,110272,East,Yes,Yes,11,Liberal
517,64,Male,High School,Unemployed,Married,58682,North,Yes,No,2,Conservative
518,66,Female,Bachelor's,Unemployed,Single,140359,Central,No,Yes,0,Independent
519,47,Other,Master's,Unemployed,Married,44601,Central,No,No,10,Other
520,63,Female,Bachelor's,Unemployed,Single,52850,South,Yes,No,2,Conservative
521,69,Male,PhD,Employed,Married,61132,West,Yes,No,3,Independent
522,22,Male,PhD,Student,Married,70150,Central,Yes,Yes,1,Conservative
523,29,Female,High School,Student,Divorced,25804,East,Yes,Yes,0,Liberal
524,33,Male,High School,Employed,Single,141625,West,Yes,No,0,Conservative
525,43,Male,PhD,Retired,Widowed,105061,North,No,Yes,7,Other
526,43,Female,PhD,Employed,Divorced,72034,West,No,Yes,3,Liberal
527,65,Female,High School,Student,Widowed,65061,South,Yes,Yes,11,Conservative
528,38,Female,High School,Student,Married,47419,North,Yes,No,1,Other
529,56,Male,High School,Employed,Divorced,43746,Central,Yes,No,9,Independent
530,53,Female,PhD,Unemployed,Married,98348,North,No,No,2,Conservative
531,50,Male,High School,Retired,Single,112222,North,Yes,No,7,Conservative
532,47,Male,Bachelor's,Employed,Single,121388,South,Yes,Yes,5,Independent
533,54,Female,Master's,Student,Widowed,87581,East,No,No,7,Independent
534,40,Male,High School,Unemployed,Single,45336,North,Yes,Yes,9,Conservative
535,27,Male,Bachelor's,Retired,Widowed,134892,East,Yes,No,4,Other
536,22,Male,High School,Student,Married,65952,West,Yes,No,2,Independent
537,53,Female,Master's,Retired,Divorced,115996,South,No,No,5,Independent
538,51,Female,High School,Unemployed,Single,67143,Central,Yes,No,9,Other
539,69,Female,Bachelor's,Student,Married,107204,North,No,No,7,Conservative
540,48,Female,Bachelor's,Unemployed,Divorced,145982,East,No,No,4,Liberal
541,27,Male,High School,Employed,Married,79379,North,No,No,4,Conservative
542,36,Male,High School,Employed,Widowed,54320,South,Yes,No,2,Conservative
543,49,Male,Bachelor's,Retired,Married,126120,Central,No,No,2,Liberal
544,18,Male,High School,Unemployed,Widowed,147852,West,Yes,No,11,Conservative
545,22,Female,Master's,Unemployed,Widowed,118111,West,Yes,No,7,Conservative
546,62,Female,Master's,Retired,Single,119128,East,Yes,Yes,10,Independent
547,21,Male,Bachelor's,Retired,Widowed,145836,West,No,Yes,0,Other
548,33,Male,Bachelor's,Retired,Widowed,56516,East,No,Yes,3,Conservative
549,41,Male,Bachelor's,Employed,Married,79789,Central,No,Yes,8,Liberal
550,33,Male,Master's,Retired,Widowed,91114,North,No,Yes,5,Liberal
551,19,Female,Bachelor's,Employed,Widowed,140600,South,No,No,5,Independent
552,66,Male,High School,Retired,Married,142078,Central,No,Yes,9,Conservative
553,45,Male,High School,Unemployed,Divorced,149657,Central,No,No,10,Conservative
554,49,Female,Bachelor's,Unemployed,Single,123501,West,Yes,Yes,10,Conservative
555,44,Male,Bachelor's,Retired,Married,81240,West,Yes,No,6,Conservative
556,37,Female,Bachelor's,Retired,Widowed,61798,South,Yes,Yes,10,Liberal
557,41,Male,High School,Employed,Married,106615,North,Yes,No,6,Liberal
558,29,Female,Master's,Student,Divorced,75920,Central,No,No,5,Independent
559,67,Other,High School,Employed,Married,138371,West,No,No,8,Conservative
560,52,Female,High School,Unemployed,Married,136649,Central,No,No,7,Liberal
561,50,Male,Bachelor's,Retired,Married,86473,North,Yes,Yes,11,Conservative
562,50,Female,High School,Unemployed,Married,85326,East,Yes,Yes,7,Other
563,68,Male,Bachelor's,Student,Widowed,145811,North,Yes,Yes,1,Other
564,60,Male,Bachelor's,Employed,Married,93131,Central,Yes,Yes,6,Liberal
565,54,Male,Bachelor's,Unemployed,Divorced,20424,Central,Yes,No,11,Other
566,29,Male,Bachelor's,Employed,Married,83874,South,No,No,0,Other
567,20,Female,High School,Retired,Married,129806,Central,Yes,No,9,Liberal
568,18,Female,High School,Unemployed,Widowed,23051,West,Yes,No,7,Independent
569,50,Female,Master's,Student,Widowed,121209,South,Yes,Yes,2,Other
570,57,Female,Bachelor's,Employed,Married,116878,Central,Yes,Yes,10,Conservative
571,27,Female,Bachelor's,Employed,Widowed,79481,North,No,No,8,Other
572,60,Male,High School,Student,Widowed,83872,Central,No,Yes,4,Independent
573,61,Male,Bachelor's,Unemployed,Married,97774,North,Yes,No,6,Independent
574,46,Female,Bachelor's,Unemployed,Widowed,47786,North,No,No,6,Independent
575,30,Male,Bachelor's,Employed,Single,115204,Central,Yes,No,8,Independent
576,29,Female,Master's,Student,Single,88230,North,No,No,1,Independent
577,48,Male,High School,Employed,Single,89131,East,Yes,No,3,Other
578,63,Male,High School,Employed,Widowed,21267,South,No,No,11,Other
579,19,Male,Master's,Retired,Single,146456,Central,Yes,No,7,Other
580,68,Male,PhD,Unemployed,Divorced,85957,East,No,No,4,Other
581,67,Male,High School,Unemployed,Single,82645,North,No,Yes,10,Independent
582,52,Female,Bachelor's,Retired,Divorced,39650,North,Yes,No,4,Independent
583,40,Male,High School,Unemployed,Widowed,27017,South,No,Yes,2,Conservative
584,34,Female,High School,Unemployed,Single,29849,East,Yes,No,4,Other
585,43,Male,Bachelor's,Unemployed,Divorced,136788,East,No,Yes,6,Independent
586,25,Male,High School,Student,Widowed,109049,Central,Yes,Yes,3,Conservative
587,46,Male,Master's,Retired,Single,82453,North,No,Yes,7,Conservative
588,43,Female,Bachelor's,Employed,Married,69117,West,No,Yes,10,Liberal
589,27,Male,High School,Student,Single,77247,Central,Yes,Yes,5,Other
590,43,Female,High School,Employed,Single,64899,Central,Yes,Yes,5,Independent
591,51,Male,Master's,Retired,Single,61644,Central,Yes,No,5,Other
592,68,Female,High School,Retired,Married,87762,South,No,No,3,Conservative
593,58,Male,Bachelor's,Retired,Divorced,24388,South,No,No,2,Other
594,24,Female,Bachelor's,Unemployed,Divorced,87958,Central,Yes,No,9,Liberal
595,21,Female,Bachelor's,Student,Married,59994,West,Yes,No,5,Liberal
596,67,Female,Bachelor's,Retired,Single,94805,East,No,No,5,Independent
597,62,Male,High School,Employed,Single,97713,East,Yes,No,1,Independent
598,28,Male,High School,Unemployed,Single,97568,North,No,No,9,Independent
599,46,Male,High School,Unemployed,Divorced,129812,East,Yes,No,8,Independent
600,53,Female,Bachelor's,Student,Divorced,92852,East,Yes,Yes,3,Other
601,42,Female,Bachelor's,Student,Married,22843,West,No,Yes,3,Other
602,38,Female,High School,Student,Widowed,48015,East,Yes,No,9,Conservative
603,53,Male,High School,Unemployed,Married,89647,West,No,Yes,11,Conservative
604,27,Male,Bachelor's,Retired,Divorced,65231,South,Yes,Yes,10,Independent
605,54,Male,Bachelor's,Employed,Single,107579,West,Yes,Yes,11,Other
606,26,Other,PhD,Retired,Single,115637,South,No,No,11,Independent
607,41,Female,Bachelor's,Employed,Single,66546,West,Yes,No,7,Conservative
608,52,Female,Bachelor's,Retired,Single,71055,Central,Yes,Yes,2,Other
609,66,Male,Bachelor's,Student,Widowed,122528,South,No,Yes,9,Independent
610,52,Female,PhD,Employed,Married,113406,South,No,Yes,6,Liberal
611,65,Female,Master's,Unemployed,Married,123283,East,No,No,6,Conservative
612,53,Male,Bachelor's,Employed,Divorced,140051,South,No,Yes,1,Liberal
613,35,Female,High School,Unemployed,Married,69577,West,Yes,Yes,2,Liberal
614,66,Female,High School,Retired,Widowed,55169,Central,Yes,Yes,11,Other
615,56,Female,Bachelor's,Student,Widowed,61709,Central,Yes,Yes,3,Liberal
616,49,Female,Master's,Employed,Widowed,49415,East,No,Yes,1,Liberal
617,41,Male,Bachelor's,Unemployed,Single,35685,West,No,No,8,Independent
618,40,Male,High School,Retired,Divorced,35963,West,No,Yes,9,Other
619,49,Other,Master's,Student,Widowed,49698,North,No,No,10,Independent
620,54,Male,Master's,Student,Married,114686,South,Yes,Yes,5,Independent
621,29,Female,High School,Student,Married,82415,East,Yes,Yes,0,Independent
622,66,Female,Bachelor's,Retired,Married,76400,Central,Yes,Yes,0,Other
623,30,Female,Bachelor's,Retired,Widowed,134731,North,Yes,No,7,Conservative
624,40,Other,Master's,Retired,Widowed,75450,West,Yes,No,10,Other
625,42,Male,Master's,Student,Married,106962,South,Yes,No,5,Independent
626,52,Male,Bachelor's,Employed,Widowed,70711,Central,No,Yes,9,Conservative
